,owner,fuel,year,selling_price,km_driven,transmission,mileage,engine,max_power,seats
3185,Second Owner,Petrol,2012,2.9,80000,Manual,16.47,1198,73.9,5
3186,First Owner,Diesel,2011,4.0,72000,Manual,22.9,1248,74.0,5
3187,First Owner,Diesel,2003,0.7,20000,Manual,15.9,1527,57.0,5
3188,Second Owner,Diesel,2012,3.2,70000,Manual,15.3,2956,83.8,7
3189,First Owner,Diesel,2019,9.75,30000,Manual,23.0,1498,98.96,5
3190,First Owner,Petrol,2019,12.27,5000,Automatic,18.0,1497,117.6,5
3191,First Owner,Diesel,2014,7.55,29340,Manual,22.32,1582,126.32,5
3192,First Owner,Diesel,2011,2.15,120000,Manual,20.0,1399,68.0,5
3193,Second Owner,Diesel,2011,7.35,200000,Manual,12.8,2494,102.0,7
3194,Second Owner,Petrol,2007,1.9,70000,Manual,19.81,1086,68.05,5
3195,Second Owner,Diesel,2014,13.65,80800,Manual,12.99,2494,100.6,8
3196,First Owner,Diesel,2015,5.5,240000,Manual,19.98,1461,108.5,7
3197,First Owner,Petrol,2013,4.09999,35000,Manual,19.1,1197,85.8,5
3198,First Owner,Petrol,2019,3.5,15000,Manual,25.17,799,53.3,5
3199,Second Owner,Diesel,2016,14.9,56900,Manual,13.68,2393,147.8,8
3200,Second Owner,Diesel,2014,5.2,70000,Manual,25.2,1248,74.0,5
3201,First Owner,Diesel,2010,3.15,180000,Manual,19.3,1248,73.9,5
3202,First Owner,Petrol,2010,2.35,50000,Manual,19.0,998,66.1,5
3203,First Owner,Diesel,2013,3.75,88200,Manual,23.2,1248,73.94,5
3204,Second Owner,Petrol,2006,1.89,93000,Manual,16.1,1197,85.0,5
3205,First Owner,Diesel,2017,5.5,120000,Manual,25.8,1498,98.6,5
3206,Second Owner,Diesel,2011,2.6,110000,Manual,17.8,1399,68.0,5
3207,Second Owner,Diesel,2016,6.5,50000,Automatic,26.59,1248,74.0,5
3208,First Owner,Diesel,2013,4.8,80000,Manual,23.4,1248,74.0,5
3209,First Owner,Diesel,2016,7.0,40000,Manual,22.54,1396,88.73,5
3210,Second Owner,Diesel,2015,13.0,48000,Manual,19.67,1582,126.2,5
3211,First Owner,Diesel,2016,13.5,97000,Automatic,16.96,1968,138.03,5
3212,First Owner,Diesel,2016,10.0,60000,Automatic,22.15,1498,108.6,5
3213,First Owner,Petrol,2018,10.8,12800,Automatic,17.8,1496,105.5,5
3214,First Owner,Petrol,2012,1.7,40000,Manual,21.1,814,55.2,5
3215,First Owner,Diesel,2017,6.1,49000,Manual,28.4,1248,74.0,5
3216,First Owner,Petrol,2014,3.5,25000,Manual,18.5,1197,85.8,5
3217,Second Owner,Petrol,2016,2.6,65000,Manual,22.74,796,47.3,5
3218,First Owner,Diesel,2015,7.0,20000,Manual,20.4,1248,91.7,5
3219,First Owner,Petrol,2018,6.78,17000,Manual,18.78,999,75.0,5
3220,First Owner,Diesel,2015,8.0,15000,Manual,23.65,1248,88.5,5
3221,Second Owner,Diesel,2014,4.0,120000,Manual,23.59,1364,67.04,5
3222,First Owner,Petrol,2010,3.0,49000,Manual,18.5,1197,80.0,5
3223,First Owner,Petrol,2016,5.2,29000,Manual,18.6,1197,81.83,5
3224,First Owner,Diesel,2017,8.5,55000,Automatic,19.61,1461,108.5,5
3225,First Owner,Petrol,2015,3.0,40000,Manual,23.95,998,67.05,5
3226,Second Owner,Petrol,2010,3.5,120000,Manual,17.0,1497,118.0,5
3227,First Owner,Diesel,2019,8.92,10000,Manual,24.3,1248,88.5,5
3228,Second Owner,Diesel,2012,2.85,70000,Manual,20.3,1248,92.0,5
3229,First Owner,Diesel,2016,6.2,90000,Manual,28.09,1248,88.5,5
3230,First Owner,Diesel,2017,7.5,90000,Manual,24.3,1248,88.5,5
3231,First Owner,Petrol,2016,2.7,35000,Manual,22.74,796,47.3,5
3232,First Owner,Diesel,2014,5.6,90000,Manual,20.77,1248,88.8,7
3233,Second Owner,Petrol,2012,3.0,40000,Manual,17.92,1086,62.1,5
3234,Second Owner,Petrol,2012,3.0,40000,Manual,17.92,1086,62.1,5
3235,First Owner,Petrol,2018,5.7,20000,Manual,18.9,1197,81.86,5
3236,First Owner,Diesel,2011,2.2,80000,Manual,23.03,1396,69.0,5
3237,Second Owner,Petrol,2012,2.6,99000,Manual,15.5,1586,103.3,5
3238,First Owner,Petrol,2019,6.0,7500,Automatic,21.21,1197,81.8,5
3239,First Owner,Petrol,2015,0.8,60000,Manual,23.9,624,37.48,4
3240,First Owner,Petrol,2016,3.0,40800,Manual,21.1,814,55.2,5
3241,First Owner,Petrol,2015,3.0,70000,Manual,17.57,1193,88.7,5
3242,First Owner,Petrol,2016,4.0,100000,Manual,18.15,1198,82.0,5
3243,First Owner,Petrol,2016,5.5,8588,Manual,22.0,1197,81.8,5
3244,First Owner,Diesel,2019,12.0,40000,Manual,25.6,1498,97.9,5
3245,First Owner,Diesel,2015,5.0,60000,Manual,25.83,1498,99.0,5
3246,First Owner,Diesel,2014,5.0,110000,Manual,26.0,1498,98.6,5
3247,First Owner,Diesel,2018,6.7,150000,Manual,23.59,1364,67.05,5
3248,Second Owner,Diesel,2012,7.5,120000,Manual,12.8,2494,102.0,7
3249,First Owner,Petrol,2017,3.7,30000,Manual,23.95,998,67.05,5
3250,Second Owner,Petrol,2012,1.0,70000,Manual,16.1,796,37.0,4
3251,First Owner,Petrol,2016,4.25,50000,Manual,19.81,1086,68.05,5
3252,First Owner,Diesel,2016,8.5,35000,Manual,24.52,1248,88.5,7
3253,First Owner,Diesel,2018,7.5,22000,Manual,21.03,1461,65.0,5
3254,First Owner,Diesel,2010,2.35,50000,Manual,10.71,1948,90.0,14
3255,First Owner,Diesel,2017,7.0,70000,Manual,25.5,1498,98.6,5
3256,First Owner,Diesel,2016,4.8,56000,Manual,24.0,1120,70.0,5
3257,First Owner,Diesel,2016,4.75,50000,Manual,22.95,1248,74.0,5
3258,First Owner,Diesel,2015,6.1,120000,Manual,21.14,1498,103.52,5
3259,Second Owner,Diesel,2011,6.5,120000,Manual,12.8,2494,102.0,8
3260,First Owner,Diesel,2017,8.0,70000,Manual,25.5,1498,98.6,5
3261,First Owner,Diesel,2015,5.2,120000,Manual,11.57,2179,138.1,7
3262,First Owner,Diesel,2014,1.6,90000,Manual,25.0,1396,69.0,5
3263,First Owner,Diesel,2018,10.0,70000,Manual,25.1,1248,88.5,5
3264,Second Owner,Diesel,2015,7.0,120000,Manual,20.77,1248,88.76,7
3265,Second Owner,Diesel,2017,5.9,70000,Manual,25.8,1498,98.6,5
3266,Second Owner,Petrol,2002,1.4,80000,Manual,18.9,998,67.1,5
3267,Second Owner,Diesel,2017,7.25,100000,Manual,18.49,1493,100.0,7
3268,First Owner,Diesel,2017,16.8,157000,Manual,13.68,2393,147.8,7
3269,First Owner,Diesel,2015,5.5,50000,Manual,26.59,1248,74.0,5
3270,Second Owner,Diesel,2012,2.4,90000,Manual,23.2,1248,73.94,5
3271,First Owner,Diesel,2013,6.67,65000,Manual,14.6,2231,184.0,7
3272,First Owner,Diesel,2017,6.7,50000,Manual,27.3,1498,98.6,5
3273,First Owner,Diesel,2015,5.5,110000,Manual,26.59,1248,74.0,5
3274,First Owner,Petrol,2015,4.0,30000,Manual,23.1,998,67.04,5
3275,Second Owner,Diesel,2014,5.45,80000,Manual,22.32,1582,126.32,5
3276,First Owner,Petrol,2015,5.99,70000,Manual,16.02,1373,93.7,7
3277,First Owner,Diesel,2016,7.25,100000,Manual,21.38,1396,88.7,5
3278,Second Owner,Petrol,2015,5.25,120000,Manual,17.4,1497,117.3,5
3279,Second Owner,Diesel,2011,2.04999,85000,Manual,21.1,1248,73.9,5
3280,First Owner,Diesel,2012,1.9,110000,Manual,21.0,1199,75.0,5
3281,Second Owner,Diesel,2016,3.8,90000,Manual,24.0,1120,70.0,5
3282,First Owner,Petrol,2018,3.5,25000,Manual,20.3,998,68.05,5
3283,First Owner,Diesel,2013,3.5,100000,Manual,20.54,1598,103.6,5
3284,Second Owner,Diesel,2012,1.75,120000,Manual,20.0,1399,68.0,5
3285,First Owner,Diesel,2011,3.4,90000,Manual,20.54,1598,103.6,5
3286,First Owner,Petrol,2017,9.5,35000,Manual,17.4,1497,117.6,5
3287,First Owner,Petrol,2017,8.94999,35000,Manual,17.8,1497,117.3,5
3288,Second Owner,Diesel,2014,3.5,101200,Manual,15.3,2956,83.83,7
3289,Second Owner,Petrol,2005,1.0,90000,Manual,12.8,1396,85.0,5
3290,First Owner,Diesel,2016,5.5,76000,Manual,26.59,1248,74.0,5
3291,First Owner,Diesel,2016,8.0,90000,Manual,16.0,2179,140.0,7
3292,Second Owner,Diesel,2013,5.25,80000,Manual,15.96,2523,62.1,7
3293,Second Owner,Diesel,2008,5.0,179150,Manual,11.57,2179,138.1,7
3294,First Owner,Petrol,2003,0.42,62000,Manual,16.1,796,37.0,4
3295,First Owner,Diesel,2019,6.94,35000,Manual,28.4,1248,74.02,5
3296,First Owner,Diesel,2016,8.61999,120000,Automatic,16.0,2179,140.0,7
3297,First Owner,Diesel,2017,6.5,50000,Manual,25.8,1498,98.6,5
3298,Second Owner,Diesel,2011,3.1,70000,Manual,19.3,1248,73.9,5
3299,First Owner,Diesel,2013,3.6,97000,Manual,22.9,1248,74.0,5
3300,Second Owner,Diesel,2011,2.4,90000,Manual,19.3,1248,73.9,5
3301,Second Owner,Diesel,2010,4.75,100000,Manual,12.8,2494,102.0,7
3302,First Owner,Diesel,2006,4.3,264000,Manual,12.8,2494,102.0,8
3303,First Owner,Diesel,2014,4.5,70000,Manual,23.4,1248,74.0,5
3304,First Owner,Diesel,2017,8.0,51146,Manual,24.3,1248,88.5,5
3305,First Owner,Petrol,2011,2.15,40000,Manual,21.1,1197,85.8,5
3306,First Owner,Diesel,2017,7.6,50000,Manual,24.3,1248,88.5,5
3307,First Owner,Diesel,2015,4.16,80000,Manual,20.14,1498,88.8,5
3308,First Owner,Petrol,2011,1.95,120000,Manual,18.9,998,67.1,5
3309,First Owner,Petrol,2017,3.25,23000,Manual,24.7,796,47.3,5
3310,Second Owner,Petrol,2010,1.45,70000,Manual,20.92,998,67.1,5
3311,First Owner,Diesel,2018,6.75,23000,Manual,28.4,1248,74.0,5
3312,Second Owner,Petrol,2016,3.4,30000,Manual,20.51,998,67.04,5
3313,First Owner,Diesel,2011,3.4,50000,Manual,19.0,1248,90.0,5
3314,First Owner,Petrol,2014,2.6,40000,Manual,16.8,796,34.2,5
3315,First Owner,Petrol,2015,3.0,50000,Manual,22.74,796,47.3,5
3316,Second Owner,Petrol,2007,0.75,60000,Manual,16.1,796,37.0,4
3317,First Owner,Diesel,2011,3.5,80000,Manual,19.4,1405,70.0,5
3318,First Owner,Petrol,2019,10.0,15000,Manual,19.01,1462,103.2,6
3319,First Owner,Petrol,2018,6.0,40000,Manual,19.0,1197,85.8,5
3320,First Owner,Petrol,2010,8.0,25000,Automatic,16.8,1497,118.0,5
3321,Second Owner,Diesel,2018,8.5,120000,Manual,17.0,2650,80.84,7
3322,Second Owner,Diesel,2014,9.8,120000,Manual,15.1,2179,140.0,7
3323,Second Owner,Diesel,2011,8.5,298000,Manual,13.1,2499,141.0,7
3324,Second Owner,Diesel,2018,9.0,50000,Automatic,24.3,1248,88.5,5
3325,Second Owner,Diesel,2010,3.1,120000,Manual,19.3,1248,73.9,5
3326,Second Owner,Diesel,2008,2.7,149000,Manual,19.3,1248,73.9,5
3327,First Owner,Petrol,2019,5.09999,5000,Manual,20.3,1086,68.0,5
3328,Second Owner,Diesel,2013,2.25,70000,Manual,19.4,1405,70.0,5
3329,First Owner,Petrol,2015,2.8,55000,Manual,20.36,1197,78.9,5
3330,First Owner,Diesel,2016,4.9,100000,Manual,27.28,1047,69.0,5
3331,First Owner,Diesel,2013,4.4,120000,Manual,15.96,2523,62.1,9
3332,First Owner,Diesel,2014,5.0,291977,Manual,14.0,2179,138.1,7
3333,First Owner,Diesel,2010,5.0,120000,Manual,13.1,2499,141.0,7
3334,First Owner,Diesel,2015,6.0,40000,Manual,22.77,1498,98.59,5
3335,First Owner,Diesel,2016,7.5,70000,Manual,15.4,1997,120.0,7
3336,Second Owner,Diesel,2013,5.4,60000,Manual,15.1,2179,140.0,7
3337,First Owner,Petrol,2008,4.0,120000,Manual,11.1,2354,158.8,5
3338,First Owner,Diesel,2017,7.2,60000,Manual,28.09,1248,88.5,5
3339,First Owner,Petrol,2016,8.5,25000,Manual,17.01,1591,121.3,5
3340,First Owner,Petrol,2015,2.9,42000,Manual,23.95,998,67.05,5
3341,Second Owner,Petrol,2010,12.0,35000,Automatic,10.93,2497,204.0,5
3342,Second Owner,Diesel,2016,6.0,90000,Automatic,18.49,1493,100.0,7
3343,Second Owner,Diesel,2011,3.0,90000,Manual,21.1,1248,73.9,5
3344,Second Owner,Diesel,2012,2.25,110000,Manual,23.08,1461,63.12,5
3345,Second Owner,Diesel,2009,2.4,70000,Manual,19.3,1248,73.9,5
3346,First Owner,Diesel,2014,7.0,80000,Manual,22.32,1582,126.32,5
3347,Second Owner,Diesel,2014,4.7,70000,Manual,25.2,1248,74.0,5
3348,First Owner,Diesel,2016,8.0,80000,Manual,21.19,1396,88.73,5
3349,First Owner,Diesel,2012,4.5,90000,Manual,19.01,1461,108.45,5
3350,Second Owner,Diesel,2010,4.5,120000,Manual,21.43,1364,87.2,5
3351,First Owner,Diesel,2015,20.0,20000,Manual,12.55,2982,168.5,7
3352,Second Owner,Diesel,2004,0.8,248200,Manual,16.1,1405,70.0,5
3353,Second Owner,Diesel,2007,3.0,110000,Manual,10.5,2179,120.0,7
3354,First Owner,Diesel,2009,3.6,100000,Manual,19.3,1248,73.9,5
3355,Second Owner,Diesel,2010,3.2,70000,Manual,16.2,1493,110.0,5
3356,Second Owner,Diesel,1994,0.99,100000,Manual,12.8,1995,52.0,5
3357,Second Owner,Diesel,2016,7.8,50000,Manual,24.52,1248,88.5,7
3358,First Owner,Diesel,2013,6.2,139000,Manual,20.77,1248,88.76,7
3359,Second Owner,Petrol,2014,2.1,35000,Manual,16.7,1172,64.1,5
3360,First Owner,Diesel,2015,3.75,80000,Manual,15.96,2523,62.1,7
3361,First Owner,Petrol,2019,7.86,7720,Manual,20.0,999,71.0,7
3362,First Owner,Diesel,2014,10.0,50000,Manual,15.1,2179,140.0,7
3363,Second Owner,Diesel,2002,1.2,60000,Manual,20.8,1527,58.0,5
3364,First Owner,Diesel,2016,7.5,100000,Manual,20.8,1461,64.1,5
3365,First Owner,Petrol,2016,5.5,57882,Manual,18.6,1197,81.83,5
3366,First Owner,Diesel,2018,8.75,142000,Manual,14.1,2179,147.94,5
3367,First Owner,Petrol,2015,7.0,35000,Manual,16.02,1373,93.7,7
3368,First Owner,Diesel,2015,5.5,30000,Manual,15.96,2523,62.1,7
3369,First Owner,Petrol,2018,4.0,10000,Manual,19.83,1198,67.0,5
3370,Second Owner,Petrol,2015,2.9,30000,Manual,23.1,998,67.04,5
3371,First Owner,Diesel,2012,1.5,90000,Manual,19.09,1396,69.0,5
3372,Second Owner,Petrol,2015,3.0,35000,Manual,15.37,1196,73.0,7
3373,First Owner,Diesel,2018,10.0,30000,Automatic,22.0,1582,126.2,5
3374,First Owner,Petrol,2019,5.0,5000,Manual,20.3,1086,68.0,5
3375,First Owner,Diesel,2013,2.5,50000,Manual,21.02,1248,88.8,5
3376,First Owner,Diesel,2019,7.0,30000,Manual,28.4,1248,74.02,5
3377,First Owner,Diesel,2013,2.2,80000,Manual,23.03,1396,69.0,5
3378,First Owner,Diesel,2017,4.5,70000,Manual,19.09,1405,69.01,5
3379,First Owner,Diesel,2018,55.0,22000,Automatic,17.09,2993,261.4,4
3380,First Owner,Diesel,2016,4.0,100000,Manual,22.95,1248,74.0,5
3381,First Owner,Diesel,2011,4.0,100000,Manual,15.96,2523,62.1,9
3382,Second Owner,Petrol,2009,0.85,90000,Manual,19.7,796,46.3,5
3383,First Owner,Diesel,2018,13.0,35000,Manual,17.6,2179,153.86,7
3384,First Owner,Diesel,2018,8.19999,11500,Manual,18.49,1493,100.0,7
3385,First Owner,Diesel,2015,6.2,40000,Automatic,18.49,1493,100.0,7
3386,First Owner,Petrol,2018,2.6,50000,Manual,23.01,999,67.0,5
3387,First Owner,Petrol,2015,5.75,50000,Automatic,19.0,1199,88.7,5
3388,First Owner,Diesel,2018,16.75,80000,Manual,17.1,1956,170.0,5
3389,Second Owner,Diesel,2013,9.1,70000,Manual,12.99,2494,100.0,8
3390,Second Owner,Diesel,2016,3.0,60000,Manual,17.88,1405,48.21,5
3391,Second Owner,Petrol,2004,1.2,80000,Manual,17.3,993,60.0,5
3392,Second Owner,Petrol,2015,4.9,45900,Manual,18.6,1197,81.83,5
3393,First Owner,Diesel,2013,4.25,70000,Manual,25.8,1498,98.6,5
3394,First Owner,Petrol,2011,1.55,40000,Manual,19.7,796,46.3,5
3395,Second Owner,Diesel,2013,4.9,90000,Manual,12.05,2179,120.0,8
3396,First Owner,Petrol,2010,1.32,105000,Manual,19.7,796,46.3,5
3397,First Owner,Diesel,2018,7.5,30000,Manual,22.54,1396,88.76,5
3398,First Owner,Petrol,2011,2.25,20000,Manual,18.9,998,67.1,5
3399,First Owner,Petrol,2011,2.4,80000,Manual,20.36,1197,78.9,5
3400,Second Owner,Petrol,2010,0.8,80000,Manual,18.0,995,62.0,5
3401,First Owner,Petrol,2004,0.4,120000,Manual,16.1,796,37.0,4
3402,Second Owner,Diesel,2019,11.0,50000,Manual,21.9,1498,98.6,7
3403,First Owner,Diesel,2015,5.03,110000,Manual,14.1,2179,147.94,7
3404,First Owner,Diesel,2019,38.0,20000,Automatic,18.0,1969,190.0,5
3405,Second Owner,Diesel,2016,3.8,80000,Manual,24.4,1120,71.0,5
3406,Second Owner,Diesel,2011,3.0,120000,Manual,11.57,2179,138.1,7
3407,First Owner,Petrol,2014,2.4,50000,Manual,22.74,796,47.3,5
3408,First Owner,Diesel,2011,3.25,70000,Manual,22.9,1248,74.0,5
3409,First Owner,Diesel,2016,4.0,130000,Manual,25.32,1198,77.0,6
3410,First Owner,Diesel,2017,8.0,50000,Manual,21.04,1461,83.8,8
3411,First Owner,Diesel,2018,9.5,80000,Manual,23.0,1498,98.96,5
3412,First Owner,Petrol,2020,3.5,5000,Manual,22.05,796,47.3,5
3413,First Owner,Petrol,2017,5.3,59000,Manual,18.15,1198,82.0,5
3414,First Owner,Petrol,2008,1.68,50000,Automatic,11.0,2359,165.0,5
3415,Second Owner,Petrol,2016,2.4,45000,Manual,25.17,799,53.3,5
3416,First Owner,Diesel,2016,8.5,100000,Manual,24.3,1248,88.5,5
3417,First Owner,Diesel,2014,5.45,110000,Manual,20.77,1248,88.76,7
3418,First Owner,Diesel,2018,20.64,24000,Manual,13.68,2393,147.8,8
3419,First Owner,Diesel,2018,9.5,25000,Manual,25.1,1248,88.5,5
3420,First Owner,Diesel,2017,6.6,30000,Manual,25.2,1248,74.0,5
3421,Second Owner,Diesel,2013,4.2,40000,Manual,25.8,1498,98.6,5
3422,First Owner,Petrol,2010,1.5,29000,Manual,16.5,1172,65.0,5
3423,Second Owner,Diesel,2013,1.75,68000,Manual,25.44,936,57.6,5
3424,First Owner,Petrol,2018,7.5,15000,Automatic,18.1,1199,88.7,5
3425,First Owner,Diesel,2014,4.25,70000,Manual,23.2,1248,73.94,5
3426,Second Owner,Diesel,2015,6.5,94000,Manual,24.5,1498,98.6,7
3427,Second Owner,Petrol,2010,1.8,55000,Manual,19.81,1086,68.05,5
3428,First Owner,Diesel,2019,8.69999,40000,Manual,23.0,1498,98.96,5
3429,First Owner,Diesel,2011,2.75,50000,Manual,21.12,1248,88.8,5
3430,Second Owner,Petrol,2017,6.3,25000,Manual,18.6,1197,81.83,5
3431,Second Owner,Petrol,2008,1.5,60000,Manual,13.4,1794,125.0,5
3432,First Owner,Petrol,2016,3.15,25000,Manual,22.74,796,47.3,5
3433,Second Owner,Diesel,2011,1.89,70000,Manual,23.57,1396,70.0,5
3434,First Owner,Diesel,2014,5.8,120000,Manual,23.4,1248,74.0,5
3435,First Owner,Diesel,2018,8.25,35000,Manual,24.3,1248,88.5,5
3436,Second Owner,Diesel,2016,6.5,60000,Manual,14.1,2179,148.0,7
3437,Second Owner,Petrol,2004,0.5,62000,Manual,13.0,1343,90.0,5
3438,Second Owner,Petrol,2011,2.0,120000,Manual,16.25,1198,73.9,5
3439,First Owner,Diesel,2017,6.8,80000,Manual,22.54,1396,88.73,5
3440,First Owner,Diesel,2017,6.7,80000,Manual,22.54,1396,88.73,5
3441,First Owner,Diesel,2010,10.0,60000,Automatic,16.73,1995,218.0,5
3442,Second Owner,Petrol,2010,2.4,80000,Manual,20.92,998,67.1,5
3443,Second Owner,Diesel,2014,5.55,147279,Manual,17.0,2200,139.01,7
3444,First Owner,Diesel,2013,4.55,98000,Manual,20.5,1598,103.5,5
3445,First Owner,Diesel,2018,7.5,25000,Manual,28.4,1248,74.02,5
3446,First Owner,Diesel,2016,7.0,90000,Automatic,26.59,1248,74.0,5
3447,First Owner,Petrol,2016,2.2,22000,Automatic,21.9,624,37.48,4
3448,First Owner,Diesel,2014,1.6,120000,Manual,25.0,1396,69.0,5
3449,Second Owner,Diesel,2013,2.25,100000,Manual,22.1,1248,76.9,5
3450,Second Owner,Diesel,2008,1.4,120000,Manual,19.09,1396,69.0,5
3451,Second Owner,Diesel,2014,6.0,70000,Manual,23.4,1248,74.0,5
3452,First Owner,Diesel,2015,10.0,24700,Manual,16.0,2179,140.0,7
3453,First Owner,Petrol,2019,5.0,10000,Manual,20.89,1197,81.8,5
3454,Second Owner,Diesel,2008,11.0,122000,Automatic,18.48,1995,177.0,5
3455,First Owner,Diesel,2017,6.0,20000,Manual,27.39,1248,74.0,5
3456,First Owner,Petrol,2017,5.09999,46000,Manual,22.0,1197,81.8,5
3457,First Owner,Petrol,2018,4.69,5000,Manual,21.79,998,67.05,5
3458,First Owner,Petrol,2017,2.5,42000,Manual,24.7,796,47.3,5
3459,First Owner,Diesel,2019,9.06,30000,Manual,23.0,1498,98.96,5
3460,First Owner,Diesel,2011,1.6,85000,Manual,20.0,1399,68.0,5
3461,First Owner,Petrol,2012,3.0,88000,Manual,17.5,1298,85.8,5
3462,Second Owner,Petrol,2014,4.0,100000,Manual,19.1,1197,85.8,5
3463,Second Owner,Diesel,2014,4.65,80000,Manual,15.96,2523,62.1,7
3464,Second Owner,Diesel,2012,3.25,80000,Manual,22.9,1248,74.0,5
3465,Second Owner,Petrol,2008,1.5,70000,Manual,19.7,796,46.3,5
3466,First Owner,Petrol,2014,2.5,2350,Manual,21.1,814,55.2,5
3467,First Owner,Petrol,2011,1.75,50000,Manual,19.7,796,46.3,5
3468,First Owner,Petrol,2010,1.75,58000,Manual,19.7,796,46.3,5
3469,Second Owner,Petrol,2006,1.5,80000,Manual,16.9,1497,100.0,5
3470,First Owner,Diesel,2018,7.97,60000,Manual,16.5,1493,70.0,7
3471,First Owner,Petrol,2019,8.0,35000,Manual,18.6,1197,81.86,5
3472,First Owner,Diesel,2019,7.5,59872,Manual,15.96,2523,62.1,7
3473,Second Owner,Diesel,2011,4.0,140000,Manual,13.5,2179,115.0,5
3474,First Owner,Petrol,2012,1.6,110000,Manual,19.7,796,46.3,5
3475,First Owner,Diesel,2016,7.0,91182,Manual,15.96,2523,62.1,7
3476,First Owner,Diesel,2012,4.0,100000,Manual,21.27,1396,88.76,5
3477,First Owner,Diesel,2013,4.51,120000,Manual,23.59,1364,67.06,5
3478,First Owner,Petrol,2002,0.4,80000,Manual,16.1,796,37.0,4
3479,Second Owner,Petrol,2017,4.21,59500,Manual,23.1,998,67.04,5
3480,First Owner,Diesel,2016,9.5,45000,Manual,24.3,1248,88.5,5
3481,Second Owner,Diesel,2011,3.95,75500,Manual,23.0,1396,90.0,5
3482,Second Owner,Diesel,2016,9.5,46000,Manual,24.3,1248,88.5,5
3483,First Owner,Petrol,2013,2.7,60000,Manual,22.74,796,47.3,5
3484,Second Owner,Petrol,2009,3.6,60000,Automatic,15.0,1396,100.0,5
3485,First Owner,Diesel,2008,2.35,152500,Manual,17.8,1248,75.0,5
3486,Second Owner,Diesel,2014,18.5,60000,Automatic,13.0,2143,201.1,5
3487,First Owner,Diesel,2015,19.0,130000,Automatic,12.55,2982,168.5,7
3488,First Owner,Petrol,2017,7.0,15000,Manual,17.5,1199,88.7,5
3489,First Owner,Petrol,2012,3.76,26000,Manual,19.4,1198,86.8,5
3490,Second Owner,Diesel,2010,10.5,220000,Manual,11.5,2982,171.0,7
3491,Second Owner,Diesel,2015,10.5,120000,Manual,15.1,2179,140.0,7
3492,First Owner,Petrol,2018,8.0,25000,Automatic,21.4,1197,83.1,5
3493,Second Owner,Diesel,2015,6.0,31000,Manual,25.2,1248,74.0,5
3494,First Owner,Petrol,2017,5.3,42000,Manual,21.4,1197,83.1,5
3495,First Owner,Petrol,2015,4.5,80000,Manual,20.85,1197,83.14,5
3496,First Owner,Petrol,2011,2.35,60000,Manual,20.92,998,67.1,5
3497,First Owner,Diesel,2013,5.5,240000,Manual,23.4,1248,74.0,5
3498,Second Owner,Petrol,2013,3.95,35000,Automatic,14.3,1598,103.5,5
3499,First Owner,Petrol,2018,4.5,35000,Manual,20.3,1199,84.0,5
3500,First Owner,Petrol,2019,6.0,5000,Manual,20.0,999,72.0,7
3501,First Owner,Diesel,2016,6.1,110000,Manual,24.3,1248,88.5,5
3502,First Owner,Petrol,2017,6.9,20000,Manual,18.6,1197,81.83,5
3503,First Owner,Petrol,2018,7.9,15000,Manual,17.0,1198,108.5,5
3504,Second Owner,Petrol,2014,2.54999,40000,Manual,20.92,998,67.1,5
3505,First Owner,Petrol,2016,5.0,41000,Manual,18.7,1199,88.7,5
3506,Second Owner,Diesel,2011,3.4,100000,Manual,13.6,2523,63.0,7
3507,First Owner,Diesel,2008,1.5,120000,Manual,12.2,1948,68.0,9
3508,Second Owner,Diesel,2015,5.15,120000,Manual,20.34,1498,103.2,5
3509,Second Owner,Diesel,2008,1.22,60000,Manual,12.8,1995,52.0,5
3510,Second Owner,Petrol,2007,1.1,120000,Manual,19.7,796,46.3,5
3511,First Owner,Diesel,2014,3.6,70000,Manual,25.2,1248,74.0,5
3512,Second Owner,Petrol,2007,1.28,60000,Manual,19.7,796,46.3,5
3513,Second Owner,Diesel,2015,6.0,80000,Manual,23.9,1582,126.2,5
3514,Second Owner,Diesel,2010,8.0,151000,Manual,11.5,2982,171.0,7
3515,First Owner,Diesel,2019,6.75,25000,Manual,28.4,1248,74.02,5
3516,First Owner,Diesel,2015,10.0,24700,Manual,16.0,2179,140.0,7
3517,First Owner,Petrol,2019,5.0,10000,Manual,20.89,1197,81.8,5
3518,First Owner,Petrol,2010,3.0,50000,Manual,15.0,1586,104.68,5
3519,First Owner,Petrol,2009,1.25,80000,Manual,16.1,796,37.0,4
3520,First Owner,Petrol,2017,5.5,25000,Manual,18.9,1197,82.0,5
3521,First Owner,Diesel,2017,8.91,80000,Manual,15.4,2179,120.0,7
3522,First Owner,Diesel,2015,10.5,70000,Manual,12.99,2494,100.6,7
3523,First Owner,Petrol,2018,7.5,15000,Manual,21.1,998,100.5,5
3524,First Owner,Petrol,2012,3.8,27500,Manual,18.5,1197,82.9,5
3525,Second Owner,Diesel,2013,8.0,110000,Manual,12.99,2494,100.6,8
3526,First Owner,Petrol,2010,2.0,120000,Manual,15.7,1390,75.0,5
3527,First Owner,Diesel,2016,7.0,70000,Manual,28.09,1248,88.5,5
3528,First Owner,Diesel,2002,2.29999,290000,Manual,13.1,2446,75.0,10
3529,Second Owner,Petrol,2010,3.0,74000,Manual,12.8,2354,177.6,5
3530,First Owner,Diesel,2015,6.7,120000,Manual,24.2,1498,98.6,7
